,reward
0,-421.8034600143159
1,-529.1900495529898
2,-223.80220221317396
3,-418.60203594644344
4,22.682776315120403
5,-27.1282451727426
6,-386.76426823901045
7,-34.99446006119738
8,80.09169583758039
9,35.60477895381885
10,13.136742609380477
11,-72.62458901077385
12,22.20447276395948
13,17.059128726242182
14,-168.33252381142742
15,34.24555068739458
16,28.003502563835397
17,3.0587572304970276
18,39.8203225514818
19,29.486793046953686
20,-37.53900912341335
21,-83.71631906838849
22,-30.513575296143934
23,-92.70081777048492
24,4.178058916472744
25,34.15756600976266
26,-205.0188151786901
27,47.355020219267246
28,0.71659565553577
29,73.4680051079119
30,16.594228253552618
31,15.250149637224009
32,45.83140113065251
33,18.23526898223712
34,29.885521750262235
35,41.972979686594655
36,44.49333546993132
37,37.937020380182915
38,51.53373771095325
39,38.886242436318845
40,45.189539611382884
41,47.75026699912506
42,8.873807507500459
43,74.93309720681248
44,18.619713832960837
45,56.35522673200991
46,29.16601021083123
47,27.385931459651186
48,23.23383581813885
49,24.59308630837395
50,-1.633191480670651
51,36.61148037559659
52,25.69974110038418
53,26.66441556623166
54,22.100067369981065
55,55.96703218052284
56,71.53054720222377
57,21.053171898819244
58,16.525706047040536
59,110.01729406999115
60,53.82052212513369
61,46.43699272273651
62,28.560947292027453
63,-20.59655216259074
64,22.473711916916308
65,37.953417550894095
66,32.98205023355271
67,20.466728005495828
68,25.166195867842955
69,-60.914582886871685
70,15.292745444072981
71,27.8823699576932
72,19.687624541942842
73,80.79050472736776
74,82.53521389654166
75,4.623508067925725
76,48.25280356741884
77,-10.954336991519964
78,4.505443366597007
79,36.27863564483062
80,44.70939666030772
81,33.9171060067076
82,3.8592449200672725
83,33.246227686734294
84,63.427592879124006
85,34.82609656084126
86,35.60421232019894
87,38.71570136341972
88,29.694013935080637
89,24.789925703353646
90,10.324505303581056
91,39.04147987465335
92,30.86636647956092
93,33.38100394170409
94,43.60820815089174
95,5.04528302792842
96,63.990812706725436
97,5.944511326155921
98,22.341362182726144
99,20.509340358444643
